Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
24,76,No,7,73,Yes,4,Public,Neutral,2,No,High School,Near,Female,68
17,66,No,6,54,Yes,2,Public,Positive,3,Yes,High School,Near,Female,63
26,75,Yes,7,76,Yes,2,Public,Neutral,3,No,College,Near,Male,68
17,85,Yes,8,93,Yes,2,Public,Positive,3,No,College,Far,Female,68
15,82,Yes,7,93,Yes,3,Public,Negative,2,No,High School,Moderate,Female,66
15,69,No,9,79,Yes,1,Private,Positive,2,No,High School,Moderate,Female,63
9,74,No,6,69,Yes,3,Private,Positive,2,No,,Moderate,Female,61
23,85,Yes,8,51,Yes,0,Public,Negative,4,No,College,Near,Female,68
9,94,No,6,66,Yes,0,Public,Positive,3,No,College,Near,Male,66
13,90,No,4,99,Yes,1,Public,Neutral,4,Yes,College,Moderate,Male,69
8,82,Yes,5,86,No,0,Public,Negative,3,No,Postgraduate,Near,Female,64
19,74,No,7,86,Yes,1,Private,Positive,3,No,Postgraduate,Near,Male,68
19,75,No,10,88,Yes,0,Public,Positive,2,No,High School,Near,Female,66
18,95,No,6,81,Yes,0,Public,Positive,3,Yes,High School,Near,Female,68
14,62,Yes,7,79,Yes,2,Private,Positive,2,No,High School,Moderate,Female,62
13,100,Yes,8,73,Yes,1,Public,Neutral,3,No,Postgraduate,Near,Male,68
23,87,No,6,72,Yes,1,Private,Negative,3,No,College,Moderate,Male,69
17,87,Yes,6,94,Yes,2,Private,Neutral,3,No,High School,Moderate,Male,70
22,62,Yes,7,70,Yes,4,Public,Negative,2,No,College,Near,Female,65
15,84,Yes,6,92,Yes,3,Public,Positive,3,No,College,Near,Female,68
21,79,No,4,92,Yes,0,Public,Negative,2,No,Postgraduate,Near,Female,67
28,64,Yes,6,89,Yes,0,Public,Neutral,4,No,College,Far,Male,64
24,71,No,8,52,No,2,Public,Negative,3,No,College,,Female,63
18,96,Yes,8,57,Yes,1,Public,Negative,2,No,High School,Near,Female,67
22,82,No,9,66,Yes,1,Private,Negative,3,No,High School,Moderate,Male,66
19,77,Yes,9,92,Yes,2,Public,Positive,4,No,High School,Near,Female,67
20,63,Yes,6,94,No,2,Public,Neutral,3,No,High School,Far,Female,63
18,89,Yes,6,52,Yes,3,Public,Positive,3,No,High School,Moderate,Female,69
19,88,No,6,66,Yes,3,Public,Positive,2,No,High School,Near,Female,70
21,85,Yes,7,93,Yes,0,Public,Neutral,4,No,High School,Moderate,Male,70
14,80,No,6,62,Yes,0,Private,Negative,2,No,Postgraduate,Near,Male,65
14,77,No,7,99,Yes,2,Public,Positive,2,No,Postgraduate,Moderate,Female,64
12,84,Yes,6,74,Yes,1,Public,Negative,3,No,College,Moderate,Female,67
10,69,No,8,97,Yes,1,Private,Negative,3,No,High School,Near,Female,61
13,98,Yes,6,71,Yes,1,Private,Positive,1,No,College,Near,Female,70
21,84,No,6,66,Yes,2,Private,Positive,4,Yes,College,Far,Male,68
15,72,Yes,8,68,Yes,0,Public,Positive,2,No,High School,Near,Female,64
23,78,No,8,94,Yes,1,Private,Neutral,2,Yes,High School,Moderate,Male,68
20,92,No,7,67,Yes,1,Public,Positive,5,No,High School,Near,Male,68
8,66,Yes,8,83,Yes,0,Private,Positive,4,No,College,,Male,63
24,72,Yes,8,73,Yes,1,Public,Positive,2,No,College,Moderate,Female,65
25,87,Yes,10,97,Yes,4,Private,Neutral,3,Yes,High School,Near,Female,69
14,73,No,8,58,Yes,2,Public,Negative,2,No,College,Moderate,Male,63
23,92,Yes,10,71,Yes,1,Public,Neutral,3,No,College,Near,Male,69
15,65,Yes,7,56,No,3,Private,Positive,3,Yes,High School,Near,Female,61
21,91,Yes,9,79,Yes,2,Private,Neutral,3,No,College,Far,Female,69
12,63,No,9,70,Yes,1,Public,Positive,3,No,College,Near,Female,62
9,61,Yes,7,53,Yes,0,Public,Positive,2,Yes,Postgraduate,Far,Male,58
18,96,Yes,6,92,Yes,2,Public,Positive,3,No,High School,Far,Male,71
19,83,No,6,69,Yes,5,Private,Positive,2,No,Postgraduate,Far,Male,69
18,74,No,8,75,Yes,1,Public,Positive,3,No,Postgraduate,Moderate,Male,68
13,69,No,5,70,Yes,0,Private,Negative,2,No,College,Near,Male,61
18,85,Yes,6,74,Yes,3,Private,Negative,2,No,College,Far,Male,67
22,80,Yes,9,51,Yes,2,Public,Negative,3,No,Postgraduate,Near,Male,68
20,100,Yes,8,91,Yes,3,Public,Positive,3,No,High School,Near,Male,72
21,99,Yes,4,67,Yes,1,Private,Negative,4,No,College,Near,Female,71
16,85,Yes,5,86,No,3,Public,Positive,2,No,High School,Near,Male,67
27,78,No,10,53,Yes,3,Private,Neutral,4,Yes,Postgraduate,Moderate,Male,68
13,80,No,9,76,Yes,0,Public,Neutral,2,No,High School,Near,Female,64
23,87,No,6,95,Yes,3,Private,Positive,0,No,High School,Near,Female,73
27,64,Yes,5,70,Yes,0,Public,Positive,4,No,High School,Near,Female,65
23,73,No,5,60,Yes,1,Private,Positive,2,No,Postgraduate,Near,Female,67
19,63,Yes,8,55,Yes,0,Private,Positive,4,No,College,Moderate,Female,63
17,63,Yes,10,93,Yes,0,Public,Positive,2,Yes,Postgraduate,Near,Female,63
26,68,Yes,10,62,Yes,4,Public,Neutral,2,No,Postgraduate,Near,Female,69
11,79,Yes,5,99,Yes,1,Public,Positive,3,No,High School,Near,Female,68
14,91,Yes,7,62,Yes,2,Public,Neutral,2,No,College,Near,Male,68
18,79,Yes,6,74,Yes,3,Public,Positive,4,No,High School,Near,Male,69
27,73,Yes,7,73,Yes,5,Public,Negative,3,No,High School,Near,Female,73
22,63,Yes,5,53,Yes,3,Public,Negative,2,No,High School,Near,Male,66
14,82,Yes,6,77,Yes,3,Public,Positive,3,No,College,Near,Female,68
18,71,No,6,84,Yes,2,Public,Neutral,2,No,Postgraduate,Near,Male,65
16,85,No,8,87,Yes,4,Private,Negative,3,No,High School,Far,Male,67
16,99,No,6,76,Yes,2,Private,Positive,4,No,College,Near,Female,70
26,64,No,6,91,Yes,1,Private,Neutral,4,No,High School,Moderate,Male,66
12,68,No,8,88,Yes,3,Public,Negative,3,No,Postgraduate,Moderate,Female,64
30,79,No,9,60,Yes,1,Public,Neutral,3,No,High School,Near,Female,69
25,99,No,10,70,Yes,1,Public,Positive,5,No,College,Far,Female,71
27,91,No,8,57,Yes,0,Private,Neutral,4,No,Postgraduate,Moderate,Male,68
17,96,No,7,57,Yes,2,Private,Negative,3,No,College,Moderate,Female,68
19,73,Yes,9,86,Yes,0,Public,Positive,3,No,College,Near,Female,66
11,100,No,9,77,Yes,2,Public,Positive,3,No,Postgraduate,Near,Female,70
17,64,No,8,80,Yes,0,Public,Positive,2,No,Postgraduate,Near,Female,65
23,62,Yes,5,87,Yes,1,Public,Negative,4,No,High School,Near,Female,63
28,94,Yes,9,64,Yes,0,Public,Neutral,3,No,High School,Moderate,Female,70
13,97,Yes,8,70,Yes,0,Private,Neutral,2,No,Postgraduate,Moderate,Female,67
18,64,No,6,80,Yes,1,Public,Positive,5,Yes,High School,Near,Male,63
19,65,No,6,55,Yes,1,Public,Positive,3,No,Postgraduate,Moderate,Male,64
12,61,Yes,8,92,Yes,2,Public,Neutral,4,Yes,High School,Moderate,Male,60
24,64,Yes,4,67,Yes,0,Public,Neutral,1,No,High School,Near,Male,62
16,68,No,7,83,Yes,2,Public,Positive,2,No,High School,Near,Female,65
19,99,No,6,100,Yes,0,Private,Negative,3,No,Postgraduate,Near,Male,69
17,87,Yes,6,74,Yes,1,Private,Neutral,3,No,College,Moderate,Female,68
15,91,No,6,61,No,1,Public,Positive,2,No,High School,Moderate,Male,66
20,91,Yes,5,61,Yes,4,Public,Positive,2,No,Postgraduate,Near,Male,72
19,81,Yes,9,53,Yes,2,Public,Positive,3,No,High School,Near,Male,68
18,92,No,4,88,Yes,3,Public,Neutral,2,No,High School,Moderate,Male,69
16,84,No,7,65,Yes,1,Public,Negative,3,No,High School,Moderate,Male,65
22,73,Yes,6,59,Yes,0,Public,Positive,1,No,High School,Near,Male,65
30,82,Yes,10,86,Yes,2,Public,Neutral,4,No,High School,Near,Female,70
21,81,Yes,7,65,Yes,1,Public,Positive,2,No,College,Moderate,Male,67
26,93,No,4,80,Yes,4,Private,Positive,3,Yes,College,Near,Male,73
12,99,No,8,71,Yes,2,Public,Neutral,2,No,College,Near,Female,70
21,76,Yes,5,67,Yes,1,Private,Positive,3,No,High School,Moderate,Male,66
13,91,Yes,8,74,Yes,1,Private,Positive,1,No,Postgraduate,Near,Male,68
11,64,Yes,8,66,Yes,2,Public,Positive,2,No,College,Moderate,Male,61
16,91,No,9,94,Yes,0,Public,Positive,3,No,Postgraduate,Near,Male,70
27,75,Yes,7,54,Yes,2,Public,Negative,3,No,Postgraduate,Near,Female,66
26,62,Yes,8,52,Yes,4,Public,Neutral,5,No,College,Near,Male,67
21,75,No,7,70,Yes,1,Private,Neutral,3,No,Postgraduate,Near,Female,69
11,84,Yes,6,59,Yes,2,Public,Positive,3,No,High School,Near,Female,64
19,65,Yes,9,87,Yes,0,Public,Positive,2,No,College,Moderate,Male,65
22,97,Yes,5,68,Yes,7,Private,Negative,5,No,College,Near,Female,75
21,63,No,7,63,Yes,2,Public,Neutral,2,No,High School,Far,Male,63
9,97,No,6,68,Yes,5,Private,Neutral,3,No,College,Near,Male,69
15,88,Yes,8,61,Yes,2,Public,Positive,4,Yes,High School,Near,Male,68
20,73,Yes,6,65,Yes,2,Private,Positive,2,No,College,Near,Male,66
23,76,Yes,6,78,Yes,2,Public,Positive,2,No,High School,Moderate,Female,66
7,90,Yes,7,93,Yes,4,Public,Neutral,3,No,College,Near,Male,66
19,84,Yes,9,69,Yes,2,Public,Neutral,4,No,College,Near,Female,68
21,87,Yes,6,66,Yes,1,Public,Negative,2,No,High School,Moderate,Female,65
25,76,No,6,89,Yes,3,Public,Neutral,3,No,College,Near,Male,70
24,80,No,5,51,Yes,3,Public,Positive,2,No,High School,Near,Female,68
23,100,No,6,65,Yes,1,Public,Neutral,2,Yes,High School,Near,Female,70
15,69,No,8,73,Yes,2,Public,Neutral,2,No,High School,Moderate,Male,61
9,77,No,7,80,Yes,3,Public,Positive,3,Yes,High School,Near,Male,61
18,72,No,7,58,Yes,6,Public,Positive,0,No,High School,Moderate,Male,64
26,91,No,10,72,Yes,4,Public,Neutral,3,No,College,Moderate,Male,71
28,91,Yes,4,78,Yes,1,Public,Positive,3,No,High School,Moderate,Male,72
24,72,Yes,10,76,No,1,Public,Negative,3,No,High School,Near,Male,66
23,63,Yes,9,79,Yes,0,Private,Negative,4,No,High School,Far,Female,63
22,60,No,7,83,No,3,Public,Positive,1,No,College,Near,Female,62
17,77,Yes,8,69,Yes,3,Public,Neutral,3,Yes,,Near,Male,65
19,76,Yes,6,53,Yes,2,Public,Positive,5,No,High School,Near,Male,66
30,100,No,7,53,Yes,2,Private,Neutral,3,No,High School,Moderate,Male,72
14,79,Yes,10,93,Yes,2,Public,Neutral,3,No,College,Near,Male,68
30,70,No,6,84,Yes,2,Public,Positive,3,No,Postgraduate,Near,Male,70
18,96,Yes,7,88,Yes,1,Private,Negative,3,No,High School,Moderate,Female,70
28,80,No,6,96,Yes,2,Public,Positive,6,No,High School,Near,Male,73
12,84,No,6,88,No,2,Public,Positive,2,No,High School,Near,Male,67
24,64,No,6,85,Yes,3,Public,Positive,2,No,Postgraduate,Moderate,Male,65
16,75,Yes,5,83,Yes,1,Private,Negative,3,No,College,Moderate,Female,65
12,98,No,7,63,Yes,0,Private,Neutral,3,Yes,High School,Near,Female,65
21,84,Yes,7,98,Yes,0,Public,Neutral,4,No,College,Near,Male,70
26,74,Yes,6,77,Yes,3,Private,Negative,2,No,High School,Far,Male,66
15,85,Yes,4,61,Yes,0,Public,Neutral,1,No,College,Near,Male,65
11,96,No,7,60,Yes,2,Public,Neutral,1,No,High School,Near,Male,68
19,71,Yes,7,91,Yes,3,Public,Negative,1,No,High School,Moderate,Female,66
19,80,Yes,10,63,No,1,Public,Neutral,2,No,College,Near,Female,65
23,98,Yes,7,52,Yes,2,Private,Positive,4,Yes,High School,Near,Female,71
26,67,Yes,8,71,Yes,2,Private,Negative,3,No,High School,Near,Male,65
20,89,Yes,6,91,Yes,0,Private,Positive,4,No,College,Near,Male,70
31,85,Yes,9,71,Yes,0,Public,Negative,2,Yes,College,Moderate,Female,69
21,87,No,6,90,Yes,3,Public,Negative,4,No,High School,Near,Male,71
18,74,Yes,8,91,Yes,0,Private,Positive,2,No,High School,Near,Female,67
10,73,Yes,8,93,Yes,3,Public,Positive,2,Yes,,Moderate,Male,64
18,87,No,8,79,Yes,1,Public,Negative,4,No,College,Near,Male,82
18,69,Yes,10,85,Yes,2,Private,Positive,0,No,College,Moderate,Female,66
26,77,Yes,6,63,Yes,1,Public,Negative,4,No,High School,Near,Male,66
23,68,Yes,9,55,Yes,1,Public,Positive,3,No,High School,Moderate,Male,65
13,60,No,9,77,Yes,2,Private,Positive,5,Yes,High School,Near,Male,61
21,99,No,7,51,Yes,2,Private,Neutral,2,No,Postgraduate,Near,Female,72
24,77,Yes,10,73,Yes,3,Public,Positive,3,No,High School,Near,Male,70
29,99,Yes,7,55,Yes,0,Private,Positive,3,No,High School,Moderate,Male,71
25,66,Yes,7,55,Yes,4,Public,Neutral,2,Yes,High School,Moderate,Female,84
25,83,Yes,7,94,Yes,2,Public,Positive,3,Yes,College,Moderate,Male,72
20,68,Yes,5,82,No,1,Public,Positive,3,No,Postgraduate,Near,Female,67
22,92,No,8,82,Yes,2,Private,Neutral,5,No,Postgraduate,Near,Male,72
27,91,Yes,8,70,Yes,1,Public,Neutral,6,No,High School,Moderate,Female,70
12,65,No,7,71,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,62
18,96,Yes,10,65,Yes,3,Public,Positive,2,No,College,Moderate,Female,71
15,68,No,6,72,Yes,3,Public,Neutral,3,No,High School,Near,Female,62
22,85,Yes,4,79,Yes,1,Public,Positive,3,No,High School,Near,Female,68
27,99,No,10,59,Yes,2,Public,Positive,3,No,High School,Near,Male,74
16,95,No,9,63,No,0,Private,Positive,3,No,High School,Near,Male,68
6,98,No,8,75,Yes,1,Public,Neutral,3,Yes,Postgraduate,Far,Female,64
18,74,Yes,6,69,Yes,0,Public,Positive,4,No,High School,Moderate,Male,65
25,64,Yes,8,91,Yes,1,Public,Positive,5,No,College,Near,Male,66
23,68,No,5,91,Yes,5,Public,Neutral,1,No,College,Near,Female,68
23,80,No,7,67,Yes,2,Public,Neutral,4,No,High School,Near,Male,67
18,92,Yes,6,73,Yes,1,Public,Neutral,5,Yes,High School,Moderate,Female,67
12,66,Yes,7,99,Yes,2,Public,Neutral,3,No,High School,Moderate,Male,63
23,86,Yes,8,91,Yes,2,Public,Negative,1,No,College,Near,Female,71
15,73,No,5,61,No,1,Private,Positive,2,No,Postgraduate,Moderate,Male,63
33,74,No,8,64,Yes,0,Public,Negative,3,Yes,High School,Near,Male,66
23,86,No,7,54,Yes,2,Public,Negative,2,Yes,High School,Near,Female,67
17,79,Yes,8,84,Yes,0,Public,Neutral,2,No,High School,Moderate,Male,66
16,92,Yes,7,66,Yes,2,Public,Positive,4,No,Postgraduate,Moderate,Female,70
19,66,No,8,77,No,3,Public,Negative,4,No,College,Moderate,Female,64
19,92,Yes,6,88,Yes,1,Public,Positive,2,No,Postgraduate,Near,Male,71
27,63,Yes,4,92,Yes,0,Public,Neutral,3,No,College,Near,Female,68
21,68,Yes,5,66,Yes,2,Private,Neutral,3,No,High School,Near,Male,64
16,86,Yes,6,62,Yes,1,Public,Positive,4,No,High School,Near,Female,66
31,94,No,5,92,Yes,1,Private,Neutral,4,No,High School,Near,Male,72
20,70,Yes,9,69,Yes,2,Public,Neutral,3,No,Postgraduate,Near,Female,66
25,73,Yes,7,91,Yes,0,Public,Neutral,4,No,,Near,Female,70
16,81,Yes,8,57,Yes,1,Private,Positive,2,No,High School,Near,Male,66
22,68,No,8,96,Yes,1,Public,Positive,3,No,Postgraduate,Moderate,Female,68
22,92,Yes,7,74,Yes,2,Public,Positive,4,No,College,Moderate,Male,70
9,91,No,10,59,Yes,0,Private,Positive,2,No,College,Moderate,Male,64
32,66,Yes,10,77,Yes,3,Public,Neutral,1,No,College,Near,Male,71
28,79,Yes,9,94,Yes,2,Private,Positive,5,No,College,Near,Male,72
18,91,Yes,6,69,Yes,5,Public,Positive,2,No,High School,Near,Male,71
13,73,No,9,59,Yes,0,Public,Neutral,4,No,Postgraduate,Near,Male,63
22,85,Yes,4,79,Yes,1,Public,Positive,2,No,College,Near,Male,68
21,62,No,9,92,Yes,1,Private,Positive,4,Yes,High School,Near,Male,63
22,84,No,4,56,Yes,0,Private,Positive,2,No,High School,Moderate,Male,66
21,66,Yes,7,52,Yes,1,Public,Neutral,3,No,High School,Far,Female,63
23,93,No,9,53,Yes,1,Private,Neutral,4,No,College,Near,Female,72
29,74,Yes,8,62,Yes,3,Public,Positive,3,Yes,Postgraduate,Moderate,Male,70
23,71,Yes,5,50,Yes,1,Public,Positive,1,No,College,Near,Female,65
14,94,Yes,7,71,Yes,0,Private,Negative,3,Yes,College,Moderate,Female,67
28,62,No,8,85,Yes,2,Public,Positive,3,No,High School,Moderate,Female,66
30,76,Yes,7,86,Yes,1,Public,Neutral,2,Yes,Postgraduate,Far,Male,69
39,75,Yes,6,82,Yes,1,Public,Negative,3,No,College,Near,Male,73
13,71,Yes,8,65,Yes,2,Public,Neutral,4,No,Postgraduate,Near,Female,66
21,96,Yes,9,87,Yes,0,Public,Neutral,6,Yes,High School,Near,Female,70
8,90,No,7,79,Yes,2,Public,Negative,4,No,College,Near,Male,68
23,63,Yes,9,93,Yes,2,Private,Positive,2,No,High School,Far,Male,65
17,89,No,7,74,Yes,1,Private,Positive,2,No,Postgraduate,Moderate,Female,67
32,81,No,6,59,Yes,2,Public,Neutral,2,No,High School,Moderate,Female,71
15,96,No,9,82,Yes,2,Private,Neutral,3,No,High School,Near,Female,70
10,73,Yes,9,58,Yes,5,Private,Negative,3,No,High School,Moderate,Male,61
17,83,Yes,6,98,Yes,0,Public,Positive,3,No,High School,Near,Male,69
8,80,Yes,6,85,Yes,1,Public,Negative,3,No,Postgraduate,Near,Male,63
25,80,Yes,10,88,Yes,0,Private,Negative,2,No,College,Moderate,Male,67
8,78,Yes,7,84,Yes,0,Public,Positive,2,No,College,Near,Male,65
20,68,Yes,7,55,Yes,0,Public,Positive,3,Yes,High School,Near,Female,63
8,90,No,7,73,Yes,3,Private,Negative,4,No,Postgraduate,Near,Male,67
18,78,Yes,9,83,Yes,2,Private,Negative,2,No,Postgraduate,Moderate,Female,66
30,98,Yes,10,61,Yes,0,Public,Positive,3,No,Postgraduate,Moderate,Male,72
22,70,No,7,84,Yes,3,Public,Positive,5,No,High School,Near,Male,68
15,87,Yes,10,91,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,67
20,98,Yes,6,64,Yes,1,Private,Positive,3,No,Postgraduate,Moderate,Male,72
20,87,Yes,7,60,Yes,0,Public,Positive,2,Yes,High School,Far,Female,66
23,95,Yes,8,94,Yes,1,Public,Positive,4,No,High School,Near,Male,73
12,93,Yes,6,50,Yes,4,Public,Positive,3,No,Postgraduate,Moderate,Male,71
24,74,Yes,8,63,Yes,1,Public,Positive,3,No,High School,Moderate,Male,65
4,84,Yes,6,70,Yes,5,Private,Neutral,4,No,High School,Near,Male,65
16,66,Yes,5,84,Yes,2,Private,Neutral,3,No,High School,Near,Female,65
17,81,Yes,4,100,Yes,2,Private,Neutral,2,No,College,Near,Male,68
24,69,No,7,69,No,7,Public,Positive,3,No,College,Near,Female,70
20,90,Yes,8,97,Yes,1,Private,Neutral,2,No,High School,Near,Female,68
12,81,Yes,5,68,Yes,0,Private,Negative,2,No,High School,Near,Male,62
14,76,No,7,85,Yes,3,Private,Neutral,3,No,College,Near,Male,66
21,71,No,7,58,Yes,3,Public,Negative,5,No,College,Near,Female,65
20,100,Yes,7,73,Yes,1,Public,Neutral,4,No,College,Near,Female,71
17,63,No,6,94,Yes,0,Public,Negative,2,No,High School,Moderate,Male,61
17,62,No,7,66,Yes,2,Public,Neutral,4,No,High School,Moderate,Male,63
24,69,Yes,7,55,Yes,3,Public,Neutral,4,No,High School,Near,Male,67
17,99,No,8,76,No,2,Public,Positive,4,No,Postgraduate,Near,Male,70
19,99,Yes,5,72,Yes,3,Private,Neutral,4,No,Postgraduate,Near,Male,73
33,86,No,7,61,Yes,1,Public,Positive,3,No,High School,Near,Male,72
11,95,Yes,5,95,Yes,1,Public,Positive,3,No,Postgraduate,Near,Male,69
9,69,Yes,7,80,Yes,1,Private,Neutral,3,No,College,Moderate,Male,61
25,99,No,5,67,Yes,1,Public,Neutral,3,No,,Near,Male,71
16,66,Yes,6,100,Yes,1,Public,Neutral,3,No,High School,Moderate,Female,64
18,64,Yes,7,57,Yes,1,Public,Neutral,3,No,High School,Moderate,Male,61
15,64,No,6,92,Yes,3,Public,Negative,4,No,College,Near,Female,63
18,83,Yes,9,62,Yes,2,Public,Negative,2,No,High School,Near,Male,65
30,91,No,9,62,Yes,3,Public,Negative,4,No,Postgraduate,Near,Female,73
25,75,Yes,8,75,Yes,2,Private,Negative,4,Yes,Postgraduate,Near,Male,68
25,99,No,8,83,Yes,1,Public,Neutral,2,No,College,Near,Female,72
12,77,Yes,7,85,Yes,1,Public,Positive,3,No,College,Far,Male,62
13,66,Yes,9,51,Yes,3,Private,Positive,2,No,Postgraduate,Moderate,Male,63
3,79,Yes,7,64,Yes,0,Public,Negative,3,No,Postgraduate,Far,Female,58
15,87,No,10,83,Yes,1,Private,Positive,3,No,High School,Near,Male,68
26,93,Yes,6,94,Yes,1,Public,Negative,2,No,High School,Near,Female,74
23,78,Yes,5,83,Yes,1,Public,Positive,3,No,High School,Near,Male,68
19,84,Yes,5,63,Yes,1,Private,Positive,2,No,High School,Near,Male,67
20,71,Yes,5,75,Yes,0,Private,Positive,4,No,High School,Near,Male,65
16,86,Yes,5,82,Yes,0,Public,Neutral,4,No,High School,Moderate,Female,63
21,99,No,7,57,Yes,2,Public,Neutral,2,No,Postgraduate,Near,Male,71
25,62,Yes,8,77,Yes,0,Public,Negative,4,No,College,Far,Female,62
10,95,Yes,7,74,Yes,2,Public,Negative,3,No,High School,Far,Male,66
22,82,No,5,67,Yes,1,Private,Neutral,1,Yes,Postgraduate,Near,Female,65
26,70,No,6,81,Yes,0,Public,Neutral,3,No,High School,Moderate,Male,66
18,98,No,8,82,Yes,3,Public,Negative,3,No,College,Near,Male,71
24,79,No,6,99,No,2,Public,Negative,3,No,High School,Near,Male,68
37,73,Yes,6,71,Yes,0,Public,Positive,5,No,High School,Moderate,Male,72
19,67,No,5,77,Yes,1,Private,Negative,4,No,Postgraduate,Near,Male,66
22,70,Yes,6,58,Yes,4,Public,Positive,2,No,Postgraduate,Moderate,Male,66
16,93,No,6,77,Yes,2,Public,Negative,1,No,High School,Moderate,Male,67
21,85,Yes,7,52,Yes,5,Public,Positive,3,No,Postgraduate,Moderate,Male,71
23,97,Yes,8,57,No,2,Public,Positive,1,No,Postgraduate,Far,Male,72
21,69,No,7,59,Yes,3,Public,Neutral,3,No,Postgraduate,Near,Male,64
14,65,No,7,82,Yes,1,Public,Negative,3,No,High School,Near,Male,60
21,60,No,8,78,Yes,2,Public,Positive,2,No,High School,Near,Female,64
29,80,Yes,5,90,Yes,2,Public,Positive,1,No,College,Near,Female,70
23,100,Yes,10,73,Yes,3,Private,Neutral,2,No,College,Near,Male,72
26,88,No,6,74,Yes,0,Public,Negative,2,No,High School,Moderate,Female,68
19,72,Yes,8,58,Yes,0,Public,Neutral,3,No,High School,Near,Female,62
24,95,No,5,87,Yes,0,Public,Neutral,2,No,High School,Far,Male,68
22,91,Yes,7,50,Yes,2,Public,Positive,5,No,Postgraduate,Moderate,Male,72
14,61,Yes,7,71,Yes,0,Private,Neutral,1,No,Postgraduate,Near,Female,60
22,93,No,9,59,Yes,3,Public,Positive,4,No,Postgraduate,Near,Female,72
14,72,No,7,89,Yes,2,Public,Positive,3,No,High School,Near,Female,65
16,66,No,9,84,Yes,3,Public,Positive,4,No,High School,Near,Female,63
21,69,Yes,7,85,Yes,2,Private,Positive,0,No,Postgraduate,Near,Male,66
22,79,No,10,57,Yes,1,Public,Positive,2,No,High School,Near,Male,65
13,77,No,4,83,Yes,1,Public,Negative,2,No,Postgraduate,Moderate,Male,65
26,72,No,8,85,Yes,2,Public,Negative,3,No,High School,Near,Male,67
23,67,No,4,50,Yes,4,Private,Positive,3,No,College,Moderate,Male,65
16,90,No,7,66,Yes,0,Public,Negative,3,No,High School,Moderate,Male,67
11,100,Yes,9,54,Yes,1,Public,Negative,3,No,Postgraduate,Near,Male,66
19,91,Yes,9,84,Yes,2,Public,Positive,3,Yes,High School,Near,Male,71
17,72,No,8,61,Yes,1,Public,Neutral,4,No,Postgraduate,Moderate,Male,64
21,70,No,7,63,Yes,0,Public,Positive,2,No,High School,Far,Male,61
18,69,Yes,8,54,Yes,1,Private,Neutral,2,No,High School,Near,Male,65
8,65,No,10,74,Yes,1,Private,Positive,5,No,High School,Near,Male,61
18,82,No,7,52,Yes,1,Public,Negative,4,No,High School,Near,Female,64
18,84,Yes,8,92,Yes,0,Public,Negative,3,No,College,Near,Female,69
24,88,Yes,6,51,Yes,4,Public,Positive,4,No,High School,Near,Male,71
16,87,No,9,53,Yes,3,Private,Neutral,5,No,College,Near,Male,70
30,72,Yes,8,82,Yes,1,Public,Positive,1,No,College,Moderate,Female,70
9,73,Yes,6,96,Yes,0,Public,Positive,2,No,High School,Near,Male,62
28,87,No,8,95,Yes,2,Private,Positive,3,No,Postgraduate,Near,Female,73
